SCRIP,NAME,SECTOR
HUBTOWN,Hubtown Ltd.,Construction - Real Estate
TV18BRDCST,TV18 Broadcast Ltd.,TV Broadcasting &amp; Software Production
CTE,Cambridge Technology Enterprises Ltd.,IT - Software
TIIL,Technocraft Industries (India) Ltd.,Steel &amp; Iron Products
REDINGTON,Redington (India) Ltd.,Trading
AICHAMP,AI Champdany Industries Ltd.,Textile - Weaving
CINELINE,Cineline India Ltd.,Film Production
PGIL,Pearl Global Industries Ltd.,Textile
FSL,Firstsource Solutions Ltd.,BPO-ITeS
PFC,Power Finance Corporation Ltd.,Finance Term Lending
AHLUCONT,Ahluwalia Contracts (India) Ltd.,Construction - Real Estate
TFL,Transwarranty Finance Ltd.,Finance - NBFC
CANDC,C&amp;C Constructions Ltd.,Engineering - Construction
INDIANB,Indian Bank,Bank - Public
SMSPHARMA,SMS Pharmaceuticals Ltd.,Pharmaceuticals &amp; Drugs
ORIENTALTL,Oriental Trimex Ltd.,Ceramics-Marble-Granite-Sanitaryware
MINDTREE,Mindtree Ltd.,IT - Software
ELAND,E-Land Apparel Ltd.,Textile
IDEA,Vodafone Idea Ltd.,Telecommunication - Service  Provider
532825,Jagjanani Textiles Ltd.,Textile - Weaving
RAJTV,Raj Television Network Ltd.,TV Broadcasting &amp; Software Production
PAGEIND,Page Industries Ltd.,Textile
AMDIND,AMD Industries Ltd.,Plastic Products
532829,Lehar Footwears Ltd.,Footwear
ASTRAL,Astral Ltd.,Plastic Products
ABHISHEK,Abhishek Corporation Ltd.,Textile - Spinning
IBREALEST,Indiabulls Real Estate Ltd.,Construction - Real Estate
CAMLINFINE,Camlin Fine Sciences Ltd.,Chemicals
ICRA,ICRA Ltd.,Ratings
DISHTV,Dish TV India Ltd.,TV Broadcasting &amp; Software Production
532841,Sahyadri Industries Ltd.,Cement &amp; Construction Materials
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Ltd.,Chemicals
FORTIS,Fortis Healthcare Ltd.,Hospital &amp; Healthcare Services
TGBHOTELS,TGB Banquets And Hotels Ltd.,Hotel
HILTON,Hilton Metal Forging Ltd.,Forgings
DELTACORP,Delta Corp Ltd.,Miscellaneous
MICEL,MIC Electronics Ltd.,Electric Equipment
INSECTICID,Insecticides (India) Ltd.,Pesticides &amp; Agrochemicals
MCDHOLDING,Mcdowell Holdings Ltd.,Finance - NBFC
ASAHISONG,Asahi Songwon Colors Ltd.,Dyes &amp; Pigments
NITINFIRE,Nitin Fire Protection Industries Ltd.,Engineering - Industrial Equipments
532855,Haryana Capfin Ltd.,Finance - Investment
TIMETECHNO,Time Technoplast Ltd.,Plastic Products
HGS,Hinduja Global Solutions Ltd.,BPO-ITeS
NELCAST,Nelcast Ltd.,Castings-Forgings
QUINTEGRA,Quintegra Solutions Ltd.,IT - Software
V2RETAIL,V2 Retail Ltd.,Retailing
DLF,DLF Ltd.,Construction - Real Estate
TARMAT,Tarmat Ltd.,Engineering - Construction
ANKITMETAL,Ankit Metal &amp; Power Ltd.,Steel &amp; Iron Products
SPARC,Sun Pharma Advanced Research Company Ltd.,Miscellaneous
HDIL,Housing Development And Infrastructure Ltd.,Construction - Real Estate
532874,Suryachakra Power Corporation Ltd.,Power Generation-Distribution
ADSL,Allied Digital Services Ltd.,IT - Software
SIMPLEX,Simplex Projects Ltd.,Construction - Real Estate
ALPA,Alpa Laboratories Ltd.,Pharmaceuticals &amp; Drugs
532879,Sir Shadi Lal Enterprises Ltd.,Sugar
OMAXE,Omaxe Ltd.,Construction - Real Estate
REFEX,Refex Industries Ltd.,Industrial  Gases &amp; Fuels
CENTRALBK,Central Bank Of India,Bank - Public
SELMC,SEL Manufacturing Company Ltd.,Textile
NTL,Neueon Towers Ltd.,Transmission Towers - Equipments
ASIANTILES,Asian Granito India Ltd.,Ceramics-Marble-Granite-Sanitaryware
KPRMILL,K.P.R. Mill Ltd.,Textile
TAKE,Take Solutions Ltd.,IT - Software
PURVA,Puravankara Ltd.,Construction - Real Estate
MOTILALOFS,Motilal Oswal Financial Services Ltd.,Finance - Stock Broking
VTMLTD,VTM Ltd.,Textile - Weaving
INDOWIND,Indowind Energy Ltd.,Power Generation-Distribution
NAGREEKCAP,Nagreeka Capital &amp; Infrastructure Ltd.,Finance - NBFC
MAGNUM,Magnum Ventures Ltd.,Paper &amp; Paper Products
POWERGRID,Power Grid Corporation Of India Ltd.,Power Generation-Distribution
KSCL,Kaveri Seed Company Ltd.,Agriculture
PAISALO,Paisalo Digital Ltd.,Finance - NBFC
CCCL,Consolidated Construction Consortium Ltd.,Engineering - Construction
SUPREMEINF,Supreme Infrastructure India Ltd.,Engineering - Construction
MAANALU,Maan Aluminium Ltd.,Aluminium &amp; Aluminium Products
IL&FSENGG,IL&amp;FS Engineering and Construction Company Ltd.,Engineering - Construction
532911,Parle Industries Ltd.,IT - Software
RELIGARE,Religare Enterprises Ltd.,Finance - Investment
BVCL,Barak Valley Cements Ltd.,Cement &amp; Construction Materials
532918,Rathi Bars Ltd.,Steel &amp; Iron Products
ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Port
EDELWEISS,Edelweiss Financial Services Ltd.,Finance - NBFC
RGL,Renaissance Global Ltd.,Diamond  &amp;  Jewellery
KARURVYSYA,Karur Vysya Bank Ltd.,Bank - Private
TIDEWATER,Tide Water Oil Company (India) Ltd.,Lubricants
AMRUTANJAN,Amrutanjan Health Care Ltd.,Pharmaceuticals &amp; Drugs
XPROINDIA,Xpro India Ltd.,Plastic Products
HISARMETAL,Hisar Metal Industries Ltd.,Steel &amp; Iron Products
TERASOFT,Tera Software Ltd.,IT - Software
BHARATRAS,Bharat Rasayan Ltd.,Pesticides &amp; Agrochemicals
EASTSILK,Eastern Silk Industries Ltd.,Textile
ELGIRUBCO,Elgi Rubber Company Ltd.,Rubber  Products
FACT,The Fertilisers And Chemicals Travancore Ltd.,Fertilizers
GINNIFILA,Ginni Filaments Ltd.,Textile - Spinning
SPIC,Southern Petrochemical Industries Corporation Ltd.,Fertilizers
DENORA,De Nora India Ltd.,Electrodes &amp; Welding Equipment
ZENTEC,Zen Technologies Ltd.,IT - Software
540904,Tirupati Foam Ltd.,Textile
STEELXIND,Steel Exchange India Ltd.,Steel-Sponge Iron-Pig Iron
KAVVERITEL,Kavveri Telecom Products Ltd.,Telecommunication - Equipment
540686,Smruthi Organics Ltd.,Pharmaceuticals &amp; Drugs
SUNDARAM,Sundaram Multi Pap Ltd.,Paper &amp; Paper Products
BIRLAMONEY,Aditya Birla Money Ltd.,Finance - Stock Broking
538922,COSYN Ltd.,IT - Software
SAKSOFT,Saksoft Ltd.,IT - Software
KECL,Kirloskar Electric Company Ltd.,Electric Equipment
539354,Polyspin Exports Ltd.,Plastic Products
SALONA,Salona Cotspin Ltd.,Textile - Spinning
EQUIPPP,Equippp Social Impact Technologies Ltd.,Trading
538795,Shree Ajit Pulp &amp; Paper Ltd.,Paper &amp; Paper Products
APLAPOLLO,APL Apollo Tubes Ltd.,Steel &amp; Iron Products
538890,MK Exim (India) Ltd.,Textile
ANDHRSUGAR,The Andhra Sugars Ltd.,Diversified
JAIBALAJI,Jai Balaji Industries Ltd.,Steel-Sponge Iron-Pig Iron
IMPAL,India Motor Parts &amp; Accessories Ltd.,Trading
KCP,KCP Ltd.,Cement &amp; Construction Materials
KCPSUGIND,K.C.P. Sugar And Industries Corporation Ltd.,Sugar
KHAITANLTD,Khaitan (India) Ltd.,Sugar
RADAAN,Radaan Mediaworks India Ltd.,Film Production
SUNDARMFIN,Sundaram Finance Ltd.,Finance - NBFC
SUNDRMBRAK,Sundaram Brake Linings Ltd.,Auto Ancillary
WHEELS,Wheels India Ltd.,Auto Ancillary
ORTINLAB,Ortin Laboratories Ltd.,Pharmaceuticals &amp; Drugs
LAMBODHARA,Lambodhara Textiles Ltd.,Textile - Spinning
BURNPUR,Burnpur Cement Ltd.,Cement &amp; Construction Materials
JYOTHYLAB,Jyothy Labs Ltd.,Household &amp; Personal Products
KAUSHALYA,Kaushalya Infrastructure Development Corporation Ltd.,Engineering - Construction
KOLTEPATIL,Kolte-Patil Developers Ltd.,Construction - Real Estate
ECLERX,eClerx Services Ltd.,BPO-ITeS
BGRENERGY,BGR Energy Systems Ltd.,Engineering - Construction
TRIL,Transformers &amp; Rectifiers (India) Ltd.,Electric Equipment
BRIGADE,Brigade Enterprises Ltd.,Construction - Real Estate
ARIES,Aries Agro Ltd.,Fertilizers
532933,Porwal Auto Components Ltd.,Auto Ancillary
MANAKSIA,Manaksia Ltd.,Trading
PPAP,PPAP Automotive Ltd.,Auto Ancillary
ISGEC,ISGEC Heavy Engineering Ltd.,Engineering - Industrial Equipments
VARDHACRLC,Vardhman Acrylics Ltd.,Textile - Manmade  Fibres
PRECOT,Precot Ltd.,Textile - Spinning
BINDALAGRO,Oswal Greentech Ltd.,Finance - Investment
MADRASFERT,Madras Fertilizers Ltd.,Fertilizers
KOTARISUG,Kothari Sugars And Chemicals Ltd.,Sugar
KOTHARIPET,Kothari Petrochemicals Ltd.,Petrochemicals
GKWLIMITED,GKW Ltd.,Miscellaneous
KMSUGAR,K.M. Sugar Mills Ltd.,Sugar
RPOWER,Reliance Power Ltd.,Power Generation-Distribution
CORDSCABLE,Cords Cable Industries Ltd.,Cable
JKIL,J Kumar Infraprojects Ltd.,Engineering - Construction
ONMOBILE,Onmobile Global Ltd.,IT - Software
BANG,Bang Overseas Ltd.,Textile
KNRCON,KNR Constructions Ltd.,Engineering - Construction
GLOBUSSPR,Globus Spirits Ltd.,Breweries &amp; Distilleries
IRB,IRB Infrastructure Developers Ltd.,Engineering - Construction
SHRIRAMEPC,Shriram EPC Ltd.,Engineering - Construction
GSS,GSS Infotech Ltd.,IT - Software
VGUARD,V-Guard Industries Ltd.,Electric Equipment
RECLTD,REC Ltd.,Finance Term Lending
532975,Aishwarya Technologies and Telecom Ltd.,Telecommunication - Equipment
ALKALI,Alkali Metals Ltd.,Chemicals
AUSTRAL,Greenearth Resources and Projects Ltd.,Industrial  Gases &amp; Fuels
BAFNAPH,Bafna Pharmaceuticals Ltd.,Pharmaceuticals &amp; Drugs
535693,Brahmaputra Infrastructure Ltd.,Engineering - Construction
DBCORP,D.B. Corp Ltd.,Printing And Publishing
AJRINFRA,AJR Infra and Tolling Ltd.,Engineering - Construction
GOKUL,Gokul Refoils and Solvent Ltd.,Solvent  Extraction
KHADIM,Khadim India Ltd.,Retailing
KIRIINDUS,Kiri Industries Ltd.,Dyes &amp; Pigments
LOTUSEYE,Lotus Eye Hospital And Institute Ltd.,Hospital &amp; Healthcare Services
MHRIL,Mahindra Holidays &amp; Resorts India Ltd.,Hotel
MANINFRA,Man InfraConstruction Ltd.,Engineering - Construction
NIRAJ,Niraj Cement Structurals Ltd.,Engineering - Construction
OIL,Oil India Ltd.,Oil Exploration
PNCINFRA,PNC Infratech Ltd.,Engineering - Construction
ARCHIDPLY,Archidply Industries Ltd.,Wood &amp; Wood Products
DHANI,Dhani Services Ltd.,Finance - Stock Broking
533268,Sea TV Network Ltd.,TV Broadcasting &amp; Software Production
SEJALLTD,Sejal Glass Ltd.,Glass
SHANKARA,Shankara Building Products Ltd.,Steel &amp; Iron Products
SOMICONVEY,Somi Conveyor Beltings Ltd.,Rubber  Products
TWL,Titagarh Wagons Ltd.,Railways Wagons
NAHARCAP,Nahar Capital And Financial Services Ltd.,Finance - NBFC
532957,Gokak Textiles Ltd.,Textile
BAJAJ-AUTO,Bajaj Auto Ltd.,Automobile Two &amp; Three Wheelers
AGRITECH,Agri-Tech (India) Ltd.,Agriculture
BODHTREE,Bodhtree Consulting Ltd.,IT - Software
537536,Denis Chem Lab Ltd.,Pharmaceuticals &amp; Drugs
538837,Jeevan Scientific Technology Ltd.,IT - Software
NATHBIOGEN,Nath Bio-Genes (India) Ltd.,Agriculture
538596,Quantum Build-Tech Ltd.,Construction - Real Estate
539962,Quest Financial Services Ltd.,Finance - NBFC
537253,Sunil Healthcare Ltd.,Chemicals
DPSCLTD,India Power Corporation Ltd.,Power Generation-Distribution
590082,Lohia Securities Ltd.,Finance - Stock Broking
WABCOINDIA,Wabco India Ltd.,Auto Ancillary
538092,Joonktollee Tea &amp; Industries Ltd.,Tea-Coffee
MAITHANALL,Maithan Alloys Ltd.,Ferro &amp; Silica Manganese
532972,Sankhya Infotech Ltd.,IT - Software
KUANTUM,Kuantum Papers Ltd.,Paper &amp; Paper Products
BAJAJFINSV,Bajaj Finserv Ltd.,Finance - Investment
SKIL,SKIL Infrastructure Ltd.,Engineering
RPGLIFE,RPG Life Sciences Ltd.,Pharmaceuticals &amp; Drugs
RBL,Rane Brake Lining Ltd.,Auto Ancillary
RANEENGINE,Rane Engine Valve Ltd.,Auto Ancillary
532992,CHL Ltd.,Hotel
ORISSAMINE,The Orissa Minerals Development Company Ltd.,Mining &amp; Minerals
MVL,MVL Ltd.,Construction - Real Estate
SICAGEN,Sicagen India Ltd.,Trading
CIGNITITEC,Cigniti Technologies Ltd.,IT - Software
LGBFORGE,LGB Forge Ltd.,Forgings
LPDC,Landmark Property Development Company Ltd.,Construction - Real Estate
540744,Mideast Integrated Steels Ltd.,Steel &amp; Iron Products
503663,Tilak Ventures Ltd.,Finance - Investment
511012,Yamini Investments Ltd.,Finance - Investment
539506,Adcon Capital Services Ltd.,Finance - NBFC
542679,Dhanashree Electronics Ltd.,Electric Equipment
20MICRONS,20 Microns Ltd.,Mining &amp; Minerals
539620,A Infrastructure Ltd.,Cement &amp; Construction Materials
A2ZINFRA,A2Z Infra Engineering Ltd.,Engineering - Construction
AARVI,Aarvi Encon Ltd.,Miscellaneous
ADVENZYMES,Advanced Enzyme Technologies Ltd.,Pharmaceuticals &amp; Drugs
ASHOKA,Ashoka Buildcon Ltd.,Engineering - Construction
BEDMUTHA,Bedmutha Industries Ltd.,Steel &amp; Iron Products
DOLLAR,Dollar Industries Ltd.,Textile
BSE,BSE Ltd.,Finance - Others
CLEDUCATE,CL Educate Ltd.,Educational Institutions
STARCEMENT,Star Cement Ltd.,Cement &amp; Construction Materials
CDSL,Central Depository Services (India) Ltd.,Finance - NBFC
CHALET,Chalet Hotels Ltd.,Hotel
COX&KINGS,Cox &amp; Kings Ltd.,Travel Services
DEVYANI,Devyani International Ltd.,Consumer Food
DNAMEDIA,Diligent Media Corporation Ltd.,Printing And Publishing
EUROMULTI,Euro Multivision Ltd.,Consumer Durables - Electronics
FLEXITUFF,Flexituff Ventures International Ltd.,Textile
GALAXYSURF,Galaxy Surfactants Ltd.,Household &amp; Personal Products
GRSE,Garden Reach Shipbuilders &amp; Engineers Ltd.,Ship Building
GODREJPROP,Godrej Properties Ltd.,Construction - Real Estate
GPPL,Gujarat Pipavav Port Ltd.,Port
HDFCAMC,HDFC Asset Management Company Ltd.,Finance - Asset Management
539984,Hindusthan Urban Infrastructure Ltd.,Electronics - Components
HITECH,Hi-Tech Pipes Ltd.,Steel &amp; Iron Products
ISEC,ICICI Securities Ltd.,Finance - Stock Broking
IRCTC,Indian Railway Catering And Tourism Corporation Ltd.,Travel Services
533315,Innovassynth Investments Ltd.,Finance - NBFC
JSWENERGY,JSW Energy Ltd.,Power Generation-Distribution
JINDCOT,Jindal Cotex Ltd.,Textile - Spinning
JMA,Jullundur Motor Agency (Delhi) Ltd.,Trading
KARMAENG,Karma Energy Ltd.,Power Generation-Distribution
LXCHEM,Laxmi Organic Industries Ltd.,Chemicals
MSTCLTD,MSTC Ltd.,Trading
MGL,Mahanagar Gas Ltd.,Gas Transmission-Marketing
MMP,MMP Industries Ltd.,Aluminium &amp; Aluminium Products
MOIL,MOIL Ltd.,Mining &amp; Minerals
METROBRAND,Metro Brands Ltd.,Retailing
SASTASUNDR,Sastasundar Ventures Ltd.,Finance - NBFC
MIDHANI,Mishra Dhatu Nigam Ltd.,Steel &amp; Iron Products
MTARTECH,MTAR Technologies Ltd.,Engineering
MCX,Multi Commodity Exchange Of India Ltd.,Finance - Stock Broking
NBCC,NBCC (India) Ltd.,Construction - Real Estate
NECCLTD,North Eastern Carrying Corporation Ltd.,Logistics
PAYTM,One97 Communications Ltd.,e-Commerce
539121,Palco Metals Ltd.,Aluminium &amp; Aluminium Products
RVNL,Rail Vikas Nigam Ltd.,Engineering - Construction
RAILTEL,Railtel Corporation Of India Ltd.,Telecommunication - Service  Provider
ROML,Raj Oil Mills Ltd.,Solvent  Extraction
RAMASTEEL,Rama Steel Tubes Ltd.,Steel &amp; Iron Products
RAMKY,Ramky Infrastructure Ltd.,Engineering - Construction
RBLBANK,RBL Bank Ltd.,Bank - Private
537840,Raunaq EPC International Ltd.,Engineering - Construction
RKDL,Ravi Kumar Distilleries Ltd.,Breweries &amp; Distilleries
NAM-INDIA,Nippon Life India Asset Management Ltd.,Finance - Asset Management
REPCOHOME,Repco Home Finance Ltd.,Finance - Housing
RITES,Rites Ltd.,Engineering
ROLEXRINGS,Rolex Rings Ltd,Bearings
539112,SAB Industries Ltd.,Construction - Real Estate
SPAL,S.P. Apparels Ltd.,Textile
543229,Samrat Forgings Ltd.,Forgings
SANDHAR,Sandhar Technologies Ltd.,Auto Ancillary
SATIA,Satia Industries Ltd.,Paper &amp; Paper Products
SHARDAMOTR,Sharda Motor Industries Ltd.,Auto Ancillary
SHEMAROO,Shemaroo Entertainment Ltd.,Film Production
SHRIRAMPPS,Shriram Properties Ltd.,Construction - Real Estate
SNOWMAN,Snowman Logistics Ltd.,Logistics
SPENCERS,Spencer's Retail Ltd.,Retailing
SUMICHEM,Sumitomo Chemical India Ltd.,Pesticides &amp; Agrochemicals
539353,Sal Automotive Ltd.,Auto Ancillary
SYNGENE,Syngene International Ltd.,Miscellaneous
538987,Talbros Engineering Ltd.,Auto Ancillary
TCNSBRANDS,TCNS Clothing Co. Ltd.,Textile
UTIAMC,UTI Asset Management Company Ltd.,Finance - Asset Management
UFO,UFO Moviez India Ltd.,Film Production
WABAG,VA Tech Wabag Ltd.,Miscellaneous
VBL,Varun Beverages Ltd.,Consumer Food
VRLLOG,VRL Logistics Ltd.,Logistics
533018,Simplex Mills Company Ltd.,Trading
533019,Simplex Papers Ltd.,Trading
ADANIPOWER,Adani Power Ltd.,Power Generation-Distribution
ANGELONE,Angel One Ltd.,Finance - Stock Broking
ARSSINFRA,ARSS Infrastructure Projects Ltd.,Engineering - Construction
INDUSTOWER,Indus Towers Ltd.,Telecommunication - Service  Provider
FRETAIL,Future Retail Ltd.,Retailing
ABSLAMC,Aditya Birla Sun Life AMC Ltd.,Finance - Asset Management
CAMS,Computer Age Management Services Ltd.,BPO-ITeS
DIXON,Dixon Technologies (India) Ltd.,Consumer Durables - Electronics
DQE,DQ Entertainment (International) Ltd.,Film Production
GICRE,General Insurance Corporation of India,Insurance
HCG,Healthcare Global Enterprises Ltd.,Miscellaneous
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd.,Insurance
IL&FSTRANS,IL&amp;FS Transportation Networks Ltd.,Engineering - Construction
YAARI,Yaari Digital Integrated Services Ltd.,Miscellaneous
MFL,Meghmani Finechem Ltd,Chemicals
MTEDUCARE,MT Educare Ltd.,Educational Institutions
NITESHEST,NEL Holdings South Ltd.,Construction - Real Estate
ORTEL,Ortel Communications Ltd.,TV Broadcasting &amp; Software Production
PERSISTENT,Persistent Systems Ltd.,IT - Software
ABFRL,Aditya Birla Fashion and Retail Ltd.,Retailing
RNAVAL,Reliance Naval and Engineering Ltd.,Shipping
SIS,SIS Ltd.,Miscellaneous
TEJASNET,Tejas Networks Ltd.,IT - Hardware
GNA,GNA Axles Ltd.,Auto Ancillary
JPINFRATEC,Jaypee Infratech Ltd.,Construction - Real Estate
POLYCAB,Polycab India Ltd.,Cable
SBILIFE,SBI Life Insurance Company Ltd.,Insurance
540874,7Seas Entertainment Ltd.,IT - Software
JUSTDIAL,Just Dial Ltd.,Miscellaneous
CADSYS,Cadsys India Ltd.,IT - Software
542934,Chandra Bhagat Pharma Ltd.,Pharmaceuticals &amp; Drugs
OMKARCHEM,Omkar Speciality Chemicals Ltd.,Chemicals
SFL,Sheela Foam Ltd.,Household &amp; Personal Products
TIJARIA,Tijaria Polypipes Ltd.,Rubber  Products
VASCONEQ,Vascon Engineers Ltd.,Engineering - Construction
JOCIL,Jocil Ltd.,Chemicals
ALKEM,Alkem Laboratories Ltd.,Pharmaceuticals &amp; Drugs
ASTEC,Astec Lifesciences Ltd.,Pesticides &amp; Agrochemicals
542669,BMW Industries Ltd.,Engineering - Construction
BAJAJHCARE,Bajaj Healthcare Ltd.,Pharmaceuticals &amp; Drugs
539018,Beekay Steel Industries Ltd.,Steel &amp; Iron Products
BDL,Bharat Dynamics Ltd.,Defence
FCL,Fineotex Chemical Ltd.,Chemicals
HUDCO,Housing &amp; Urban Development Corporation Ltd.,Finance - Housing
540954,The Indian Wood Products Company Ltd.,Cigarettes-Tobacco
LEMONTREE,Lemon Tree Hotels Ltd.,Hotel
LUXIND,Lux Industries Ltd.,Textile
MBAPL,Madhya Bharat Agro Products Ltd.,Fertilizers
539219,Mauria Udyog Ltd.,Engineering - Industrial Equipments
SINTERCOM,Sintercom India Ltd.,Auto Ancillary
MINDACORP,Minda Corporation Ltd.,Auto Ancillary
NEWGEN,Newgen Software Technologies Ltd.,IT - Software
PRESTIGE,Prestige Estates Projects Ltd.,Construction - Real Estate
538993,Purohit Construction Ltd.,Construction - Real Estate
RUSHIL,Rushil Decor Ltd.,Paper &amp; Paper Products
SMCGLOBAL,SMC Global Securities Ltd.,Finance - Stock Broking
SANSERA,Sansera Engineering Ltd.,Auto Ancillary
542862,Shahlon Silk Industries Ltd.,Textile
SONACOMS,Sona BLW Precision Forgings Ltd.,Auto Ancillary
SURANASOL,Surana Solar Ltd.,Electronics - Components
538610,Unison Metals Ltd.,Steel &amp; Iron Products
VARROC,Varroc Engineering Ltd.,Auto Ancillary
539132,Vegetable Products Ltd.,Solvent  Extraction
CRAFTSMAN,Craftsman Automation Ltd.,Engineering - Industrial Equipments
JUBLFOOD,Jubilant FoodWorks Ltd.,Consumer Food
EMKAYTOOLS,Emkay Taps And Cutting Tools Ltd.,Engineering - Industrial Equipments
ENDURANCE,Endurance Technologies Ltd.,Auto Ancillary
GRAVITA,Gravita India Ltd.,Metal - Non Ferrous
HATHWAY,Hathway Cable &amp; Datacom Ltd.,Telecommunication - Service  Provider
HPL,HPL Electric &amp; Power Ltd.,Electric Equipment
NUVOCO,Nuvoco Vistas Corporation Ltd.,Cement &amp; Construction Materials
LTI,Larsen &amp; Toubro Infotech Ltd.,IT - Software
MACPOWER,Macpower CNC Machines Ltd.,Engineering - Industrial Equipments
540937,Medico Remedies Ltd.,Pharmaceuticals &amp; Drugs
