NAME,SECTOR,SCRIP
Ceat Ltd.,Tyres &amp; Allied,CEATLTD
Modi Rubber Ltd.,Miscellaneous,MODIRUBBER
Finolex Industries Ltd.,Plastic Products,FINPIPE
Sunrise Industrial Traders Ltd.,Finance - NBFC,501110
Dalal Street Investments Ltd.,Finance - Investment,501148
Centrum Capital Ltd.,Finance - Investment,CENTRUM
Kartik Investments Trust Ltd.,Finance - Investment,501151
TCI Finance Ltd.,Finance - NBFC,TCIFINANCE
Industrial Investment Trust Ltd.,Finance - NBFC,IITL
Industrial &amp; Prudential Investment Company Ltd.,Finance - NBFC,501298
Tata Investment Corporation Ltd.,Finance - NBFC,TATAINVEST
Jayabharat Credit Ltd.,Finance - NBFC,501311
Prismx Global Ventures Ltd.,Finance - Investment,501314
The Motor &amp; General Finance Ltd.,Finance - NBFC,MOTOGENFIN
Rapid Investments Ltd.,Finance - NBFC,501351
Walchand Peoplefirst Ltd.,Finance - Investment,501370
WH Brady &amp; Company Ltd.,Miscellaneous,501391
TechNVision Ventures Ltd.,IT - Software,501421
Shaily Engineering Plastics Ltd.,Plastic Products,501423
Bombay Burmah Trading Corporation Ltd.,Agriculture,BBTC
Bombay Cycle &amp; Motor Agency Ltd.,Miscellaneous,501430
Greaves Cotton Ltd.,Diesel Engines,GREAVESCOT
Muller &amp; Phipps (India) Ltd.,Household &amp; Personal Products,501477
Amalgamated Electricity Company Ltd.,Power Generation-Distribution,501622
Indianivesh Ltd.,Finance - NBFC,501700
Coastal Corporation Ltd.,Consumer Food,COASTCORP
Chowgule Steamships Ltd.,Shipping,CHOWGULSTM
Global Offshore Services Ltd.,Shipping,GLOBOFFS
Dhenu Buildcon Infra Ltd.,Finance - Stock Broking,501945
ASI Industries Ltd.,Ceramics-Marble-Granite-Sanitaryware,ASOCSTONE
Sagar Cements Ltd.,Cement &amp; Construction Materials,SAGCEM
Deccan Cements Ltd.,Cement &amp; Construction Materials,DECCANCE
Mangalam Cement Ltd.,Cement &amp; Construction Materials,MANGLMCEM
NCL Industries Ltd.,Cement &amp; Construction Materials,NCLIND
Saurashtra Cement Ltd.,Cement &amp; Construction Materials,SAURASHCEM
Shree Digvijay Cement Company Ltd.,Cement &amp; Construction Materials,SHREDIGCEM
Borosil Renewables Ltd.,Glass,BORORENEW
Lerthai Finance Ltd.,Refractories,502250
Raasi Refractories Ltd.,Refractories,502271
Triveni Glass Ltd.,Glass,TRIVENSHET
Nilachal Refractories Ltd.,Refractories,502294
Andhra Paper Ltd.,Paper &amp; Paper Products,ANDHRAPAP
Balkrishna Industries Ltd.,Tyres &amp; Allied,BALKRISIND
Orient Paper &amp; Industries Ltd.,Paper &amp; Paper Products,ORIENTPPR
Citadel Realty &amp; Developers Ltd.,Construction - Real Estate,502445
Rollatainers Ltd.,Engineering - Industrial Equipments,ROLLT
Seshasayee Paper and Boards Ltd.,Paper &amp; Paper Products,SESHAPAPER
Solid Containers Ltd.,Paper &amp; Paper Products,502460
Shree Bhawani Paper Mills Ltd.,Paper &amp; Paper Products,502563
Nath Industries Ltd.,Paper &amp; Paper Products,502587
Vapi Enterprise Ltd.,Paper &amp; Paper Products,502589
Sintex Industries Ltd.,Textile,SINTEX
DCM Ltd.,Textile - Spinning,DCM
Forbes &amp; Company Ltd.,Engineering - Industrial Equipments,FORBESGOK
HP Cotton Textile Mills Ltd.,Textile,502873
United Interactive Ltd.,BPO-ITeS,502893
Jamshri Realty Ltd.,Textile,502901
Katare Spinning Mills Ltd.,Textile - Spinning,502933
Kesoram Industries Ltd.,Diversified,KESORAMIND
Lakshmi Mills Company Ltd.,Textile,LAKSHMIMIL
Vardhman Textiles Ltd.,Textile,VTL
Peninsula Land Ltd.,Construction - Real Estate,PENINLAND
Pasupati Spinning &amp; Weaving Mills Ltd.,Textile - Spinning,PASUPATSPG
The Phoenix Mills Ltd.,Construction - Real Estate,PHOENIXLTD
Marathon Nextgen Realty Ltd.,Construction - Real Estate,MARATHON
Raja Bahadur International Ltd.,Textile - Spinning,503127
Reliance Chemotex Industries Ltd.,Textile - Spinning,503162
The Ruby Mills Ltd.,Textile,RUBYMILLS
Simplex Realty Ltd.,Construction - Real Estate,503229
Swan Energy Ltd.,Textile,SWANENERGY
Victoria Mills Ltd.,Construction - Real Estate,503349
Svaraj Trading &amp; Agencies Ltd.,Finance - Investment,503624
Zodiac Ventures Ltd.,Finance - Investment,503641
Veer Energy &amp; Infrastructure Ltd.,Power Generation-Distribution,503657
SW Investments Ltd.,Finance - Investment,503659
KK Fincorp Ltd.,Finance - NBFC,503669
Wagend Infra Venture Ltd.,Finance - Investment,503675
Sahara One Media &amp; Entertainment Ltd.,Film Production,503691
Banswara Syntex Ltd.,Textile - Manmade  Fibres,BANSWRAS
Modella Woollens Ltd.,Trading,503772
Modipon Ltd.,Miscellaneous,MODIPON
Shri Dinesh Mills Ltd.,Textile,SHRIDINESH
SRF Ltd.,Diversified,SRF
Siyaram Silk Mills Ltd.,Textile - Weaving,SIYSIL
Swadeshi Polytex Ltd.,Miscellaneous,503816
Shree Rajasthan Syntex Ltd.,Textile - Manmade  Fibres,SHRERAJSYN
Shree Manufacturing Company Ltd.,Textile - Spinning,503863
Bharat Bijlee Ltd.,Electric Equipment,BBL
Elpro International Ltd.,Construction - Real Estate,ELPROINTL
Emco Ltd.,Engineering - Construction,EMCO
GEE Ltd.,Electrodes &amp; Welding Equipment,504028
Hind Rectifiers Ltd.,Electric Equipment,HIRECT
Indo-National Ltd.,Batteries,NIPPOBATRY
Zensar Technologies Ltd.,IT - Software,ZENSARTECH
Jyoti Ltd.,Electric Equipment,504076
JSL Industries Ltd.,Electric Equipment,504080
Kaycee Industries Ltd.,Electric Equipment,504084
Indokem Ltd.,Chemicals,INDOKEM
Panasonic Energy India Company Ltd.,Batteries,LAKHNNATNL
Nelco Ltd.,Engineering - Construction,NELCO
Permanent Magnets Ltd.,Electric Equipment,PERMAGNET
High Energy Batteries (India) Ltd.,Batteries,504176
Standard Batteries Ltd.,Trading,STANDRDBAT
Universal Cables Ltd.,Cable,UNIVCABLES
W.S. Industries (India) Ltd.,Electric Equipment,WSI
Delton Cables Ltd.,Cable,504240
Lakshmi Electrical Control Systems Ltd.,Electric Equipment,LAKSELECON
Modulex Construction Technologies Ltd.,Electric Equipment,504273
Delta Manufacturing Ltd.,Electric Equipment,DELTAMAGNT
Pazel International Ltd.,Trading,504335
Confidence Finance And Trading Ltd.,Trading,504340
Ravindra Energy Ltd.,Power Generation-Distribution,504341
Empower India Ltd.,Trading,504351
Multipurpose Trading &amp; Agencies Ltd.,Miscellaneous,504356
IDream Film Infrastructure Company Ltd.,IT - Software,504375
Nyssa Corporation Ltd.,Trading,504378
Flomic Global Logistics Ltd.,Finance - Investment,504380
Krishna Ventures Ltd.,Engineering,504392
Ganesh Holdings Ltd.,Finance - NBFC,504397
SJ Corporation Ltd.,Diamond  &amp;  Jewellery,504398
Uni Abex Alloy Products Ltd.,Castings-Forgings,504605
Sarda Energy &amp; Minerals Ltd.,Steel &amp; Iron Products,SARDAEN
Bhagwati Autocast Ltd.,Castings-Forgings,504646
Bombay Wire Ropes Ltd.,Steel &amp; Iron Products,504648
Galada Power &amp; Telecommunication Ltd.,Aluminium &amp; Aluminium Products,GALPOWTEL
Indian Bright Steel Company Ltd.,Steel &amp; Iron Products,504731
Indian Hume Pipe Company Ltd.,Engineering - Construction,INDIANHUME
Indian Link Chain Manufacturers Ltd.,Trading,504746
Investment &amp; Precision Castings Ltd.,Castings-Forgings,504786
Informed Technologies India Ltd.,BPO-ITeS,504810
Kaira Can Company Ltd.,Diversified,504840
Orient Abrasives Ltd.,Refractories,ORIENTABRA
National Standard (India) Ltd.,Metal - Ferrous,504882
Duncan Engineering Ltd.,Engineering - Industrial Equipments,504908
Sandur Manganese &amp; Iron Ores Ltd.,Mining &amp; Minerals,504918
Stovec Industries Ltd.,Textile - Machinery,504959
Tayo Rolls Ltd.,Engineering - Industrial Equipments,TATAYODOGA
Tinplate Company Of India Ltd.,Steel &amp; Iron Products,TINPLATE
Cholamandalam Financial Holdings Ltd.,Finance - Investment,CHOLAHLDNG
Welcast Steels Ltd.,Castings-Forgings,504988
Automotive Axles Ltd.,Auto Ancillary,AUTOAXLES
Automobile Corporation of Goa Ltd.,Auto Ancillary,AUTOCORP
Setco Automotive Ltd.,Auto Ancillary,SETCO
India Radiators Ltd.,Auto Ancillary,505100
Scooters India Ltd.,Automobile Two &amp; Three Wheelers,505141
Talbros Automotive Components Ltd.,Auto Ancillary,TALBROAUTO
ZF Steering Gear (India) Ltd.,Auto Ancillary,ZFSTEERING
SML Isuzu Ltd.,Automobiles-Trucks-Lcv,SMLISUZU
TIL Ltd.,Engineering - Industrial Equipments,TIL
Eicher Motors Ltd.,Automobile Two &amp; Three Wheelers,EICHERMOT
Jainex Aamcol Ltd.,Engineering - Industrial Equipments,505212
Alfred Herbert (India) Ltd.,Finance - NBFC,ALFREDHERB
Veljan Denison Ltd.,Compressors - Pumps,505232
Dynamatic Technologies Ltd.,Compressors - Pumps,DYNAMATECH
GG Dandekar Machine Works Ltd.,Engineering - Industrial Equipments,505250
GMM Pfaudler Ltd.,Engineering - Industrial Equipments,GMMPFAUDLR
Kirloskar Pneumatic Company Ltd.,Compressors - Pumps,KGKHOSLA
Tulive Developers Ltd.,Engineering,505285
KPT Industries Ltd.,Engineering - Industrial Equipments,505299
Lakshmi Automatic Loom Works Ltd.,Textile - Machinery,505302
Lynx Machinery &amp; Commercials Ltd.,Miscellaneous,505320
Manugraph India Ltd.,Engineering - Industrial Equipments,MANUGRAPH
Mirch Technologies (India) Ltd.,Engineering - Industrial Equipments,505336
Monotype India Ltd.,Finance - Stock Broking,505343
Nesco Ltd.,Engineering - Industrial Equipments,NESCO
Integra Engineering India Ltd.,Textile - Machinery,505358
Revathi Equipment Ltd.,Engineering - Industrial Equipments,REVATHI
Texmaco Infrastructure &amp; Holdings Ltd.,Diversified,TEXINFRA
Wendt (India) Ltd.,Abrasives,WENDT
Sindu Valley Technologies Ltd.,IT - Software,505504
Responsive Industries Ltd.,Plastic Products,RESPONIND
Shyamkamal Investments Ltd.,Finance - NBFC,505515
Maharashtra Corporation Ltd.,Trading,505523
Dolat Algotech Ltd.,Finance - Stock Broking,DOLATALGO
Westlife Development Ltd.,Finance - Others,WESTLIFE
Zee Entertainment Enterprises Ltd.,TV Broadcasting &amp; Software Production,ZEEL
Goldcrest Corporation Ltd.,Finance - Investment,GOLCRESFIN
SVP Global Textiles Ltd.,Trading,SVPGLOB
Skyline Millars Ltd.,Cement &amp; Construction Materials,505650
Bimetal Bearings Ltd.,Bearings,BIMETAL
Taparia Tools Ltd.,Trading,505685
Bharat Gears Ltd.,Auto Ancillary,BHARATGEAR
Brady &amp; Morris Engineering Company Ltd.,Engineering - Industrial Equipments,505690
LA TIM Metal &amp; Industries Ltd.,Steel &amp; Iron Products,505693
Elecon Engineering Company Ltd.,Engineering - Industrial Equipments,ELECON
Deccan Bearings Ltd.,Bearings,505703
Grauer &amp; Weil (India) Ltd.,Chemicals,GRAUWEIL
Gajra Bevel Gears Ltd.,Auto Ancillary,505711
Him Teknoforge Ltd.,Auto Ancillary,505712
Gabriel India Ltd.,Auto Ancillary,GABRIEL
Hercules Hoists Ltd.,Engineering - Industrial Equipments,HERCULES
Algoquant Fintech Ltd.,Engineering - Industrial Equipments,505725
IFB Industries Ltd.,Consumer Durables - Domestic Appliances,IFBIND
Singer India Ltd.,Consumer Durables - Domestic Appliances,SINGER
International Combustion (India) Ltd.,Engineering - Industrial Equipments,505737
Federal-Mogul Goetze (India) Ltd.,Auto Ancillary,FMGOETZE
JostS Engineering Company Ltd.,Engineering - Industrial Equipments,505750
Schaeffler India Ltd.,Bearings,SCHAEFFLER
Mipco Seamless Rings (Gujarat) Ltd.,Auto Ancillary,505797
Rane Holdings Ltd.,Finance - Investment,RANEHOLDIN
SNL Bearings Ltd.,Bearings,505827
Jaipan Industries Ltd.,Trading,505840
Mangal Credit and Fincorp Ltd.,Engineering,505850
TRF Ltd.,Engineering - Industrial Equipments,TRF
WPIL Ltd.,Compressors - Pumps,505872
Kennametal India Ltd.,Engineering,KENNAMET
Hindustan Hardy Ltd.,Auto Ancillary,505893
Triton Valves Ltd.,Engineering - Industrial Equipments,505978
Sudal Industries Ltd.,Aluminium &amp; Aluminium Products,506003
Prakash Industries Ltd.,Steel &amp; Iron Products,PRAKASH
Bhoruka Aluminium Ltd.,Aluminium &amp; Aluminium Products,506027
Arshiya Ltd.,Logistics,ARSHIYA
Grindwell Norton Ltd.,Abrasives,GRINDWELL
Lakshmi Precision Screws Ltd.,Fasteners,LAKPRE
Stanrose Mafatlal Investments &amp; Finance Ltd.,Finance - Investment,506105
Genesys International Corporation Ltd.,IT - Software,GENESYS
Pankaj Piyush Trade And Investment Ltd.,Finance - Investment,506122
Parnax Lab Ltd.,Pharmaceuticals &amp; Drugs,506128
Intellivate Capital Ventures Ltd.,Finance - Investment,506134
Visagar Polytex Ltd.,Textile,VIVIDHA
Emergent Global Edu &amp; Services Ltd.,Miscellaneous,506180
Kanani Industries Ltd.,Diamond  &amp;  Jewellery,KANANIIND
Galaxy Cloud Kitchens Ltd.,Film Production,506186
Arihant Superstructures Ltd.,Construction - Real Estate,ARIHANTSUP
Bliss GVS Pharma Ltd.,Pharmaceuticals &amp; Drugs,BLISSGVS
INEOS Styrolution India Ltd.,Chemicals,INEOSSTYRO
Alembic Ltd.,Pharmaceuticals &amp; Drugs,ALEMBICLTD
Amines &amp; Plasticizers Ltd.,Chemicals,506248
Anuh Pharma Ltd.,Pharmaceuticals &amp; Drugs,506260
Modison Metals Ltd.,Electric Equipment,MODISNME
Bayer CropScience Ltd.,Pesticides &amp; Agrochemicals,BAYERCROP
Sashwat Technocrats Ltd.,Finance - Investment,506313
Chemplast Sanmar Ltd.,Chemicals,CHEMPLASTS
Chemo-Pharma Laboratories Ltd.,Trading,506365
Clariant Chemicals (India) Ltd.,Chemicals,CLNINDIA
Coromandel International Ltd.,Fertilizers,COROMANDEL
Deepak Nitrite Ltd.,Chemicals,DEEPAKNTR
Dharamsi Morarji Chemical Company Ltd.,Chemicals,DHARAMSI
Fermenta Biotech Ltd.,Pharmaceuticals &amp; Drugs,506414
GOCL Corporation Ltd.,Chemicals,GOCLCORP
Jayshree Chemicals Ltd.,Chemicals,506520
JL Morison (India) Ltd.,Trading,506522
Kanoria Chemicals &amp; Industries Ltd.,Chemicals,KANORICHEM
Keltech Energies Ltd.,Chemicals,506528
Kemp &amp; Company Ltd.,Trading,506530
Nitta Gelatin India Ltd.,Chemicals,KERALACHEM
MP Agro Industries Ltd.,Fertilizers,506543
Oriental Carbon &amp; Chemicals Ltd.,Chemicals,OCCL
PCBL Ltd.,Carbon Black,PCBL
Amal Ltd.,Chemicals,506597
Polychem Ltd.,Chemicals,POLYCHEM
Punjab Chemicals &amp; Crop Protection Ltd.,Pesticides &amp; Agrochemicals,PUNJABCHEM
Gujchem Distillers India Ltd.,Chemicals,506640
Sadhana Nitro Chem Ltd.,Chemicals,506642
Sudarshan Chemical Industries Ltd.,Dyes &amp; Pigments,SUDARSCHEM
Ultramarine &amp; Pigments Ltd.,Chemicals,ULTRMARINE
Transpek Industry Ltd.,Pesticides &amp; Agrochemicals,TRANSPEK
Unichem Laboratories Ltd.,Pharmaceuticals &amp; Drugs,UNICHEMLAB
Mysore Petro Chemicals Ltd.,Chemicals,MYSORPETRO
Alkyl Amines Chemicals Ltd.,Chemicals,ALKYLAMINE
Tuticorin Alkali Chemicals and Fertilizers Ltd.,Chemicals,TUTICORALK
Astrazeneca Pharma India Ltd.,Pharmaceuticals &amp; Drugs,ASTRAZEN
Punjab Alkalies &amp; Chemicals Ltd.,Chemicals,PUNALKALI
Tanfac Industries Ltd.,Chemicals,TANFACIND
Gujarat Petrosynthese Ltd.,Plastic Products,506858
Swadeshi Industries &amp; Leasing Ltd.,Trading,506863
Master Chemicals Ltd.,Chemicals,506867
Gujarat Themis Biosyn Ltd.,Pharmaceuticals &amp; Drugs,GUJTHEMIS
Jaysynth Dyestuff (India) Ltd.,Dyes &amp; Pigments,JAYDYSTUF
Makers Laboratories Ltd.,Pharmaceuticals &amp; Drugs,506919
Continental Chemicals Ltd.,IT - Software,506935
JB Chemicals &amp; Pharmaceuticals Ltd.,Pharmaceuticals &amp; Drugs,JBCHEPHARM
Advance Petrochemicals Ltd.,Chemicals,506947
Rajasthan Petro Synthetics Ltd.,Miscellaneous,RAJASPETRO
Blue chip Tex Industries Ltd.,Textile - Manmade  Fibres,506981
Jagatjit Industries Ltd.,Breweries &amp; Distilleries,JAGAJITIND
Kesar Enterprises Ltd.,Diversified,KESARENT
Tilaknagar Industries Ltd.,Breweries &amp; Distilleries,TI
Emerald Leisures Ltd.,Trading,507265
Ravalgaon Sugar Farm Ltd.,Sugar,RAVALSUGAR
Sakthi Sugars Ltd.,Sugar,SAKHTISUG
Walchandnagar Industries Ltd.,Engineering - Industrial Equipments,WALCHANNAG
Khoday India Ltd.,Breweries &amp; Distilleries,507435
IFB Agro Industries Ltd.,Consumer Food,IFBAGRO
Dharani Sugars &amp; Chemicals Ltd.,Sugar,DHARSUGAR
Kothari Fermentation &amp; Biochem Ltd.,Consumer Food,507474
Caprolactam Chemicals Ltd.,Chemicals,507486
GM Breweries Ltd.,Breweries &amp; Distilleries,GMBREW
Rana Sugars Ltd.,Sugar,RANASUG
Piccadily Sugar &amp; Allied Industries Ltd.,Breweries &amp; Distilleries,PICCADSUG
Riga Sugar Company Ltd.,Sugar,507508
Som Distilleries &amp; Breweries Ltd.,Breweries &amp; Distilleries,SDBL
CJ Gelatine Products Ltd.,Chemicals,507515
Amrit Corp. Ltd.,Consumer Food,507525
Associated Alcohols &amp; Breweries Ltd.,Breweries &amp; Distilleries,ASALCBR
Foods &amp; Inns Ltd.,Consumer Food,FOODSIN
IVP Ltd.,Chemicals,IVP
Kovilpatti Lakshmi Roller Flour Mills Ltd.,Consumer Food,KLRF
Olympic Oil Industries Ltd.,Trading,507609
Milkfood Ltd.,Consumer Food,507621
Polson Ltd.,Chemicals,507645
Wipro Ltd.,IT - Software,WIPRO
Orient Beverages Ltd.,Consumer Food,507690
Dhanuka Agritech Ltd.,Pesticides &amp; Agrochemicals,DHANUKA
TTK Healthcare Ltd.,Pharmaceuticals &amp; Drugs,TTKHLTCARE
TGV SRACC Ltd.,Chemicals,SREERAYALK
Lime Chemicals Ltd.,Chemicals,507759
Kanpur Plastipack Ltd.,Plastic Products,KANPRPLA
Tainwala Chemicals &amp; Plastics (India) Ltd.,Plastic Products,TAINWALCHM
Jagsonpal Pharmaceuticals Ltd.,Pharmaceuticals &amp; Drugs,JAGSNPHARM
Khaitan Chemicals &amp; Fertilizers Ltd.,Fertilizers,KHAICHEM
United Leasing &amp; Industries Ltd.,Finance - NBFC,507808
National Oxygen Ltd.,Industrial  Gases &amp; Fuels,NOL
Gillette India Ltd.,Household &amp; Personal Products,GILLETTE
Wires &amp; Fabriks (S.A.) Ltd.,Textile,507817
Ansal Housing Ltd.,Construction - Real Estate,ANSALHSG
Computer Point Ltd.,IT - Education,507833
Mac Charles (India) Ltd.,Hotel,507836
Addi Industries Ltd.,Textile,507852
Pioneer Investcorp Ltd.,Finance - Investment,507864
Ashnoor Textile Mills Ltd.,Textile,507872
Unitech Ltd.,Construction - Real Estate,UNITECH
VIP Industries Ltd.,Household &amp; Personal Products,VIPIND
Dhruv Estates Ltd.,Construction - Real Estate,507886
Schablona India Ltd.,Ceramics-Marble-Granite-Sanitaryware,507894
Fiberweb (India) Ltd.,Textile,507910
LKP Finance Ltd.,Finance - Investment,LKPMERFIN
East Buildtech Ltd.,Construction - Real Estate,507917
Manipal Finance Corporation Ltd.,Finance - NBFC,507938
Bajaj Steel Industries Ltd.,Engineering - Industrial Equipments,507944
Kiduja India Ltd.,Finance - NBFC,507946
Key Corp Ltd.,Finance - NBFC,507948
Gujarat Hotels Ltd.,Hotel,507960
Rajath Finance Ltd.,Finance - NBFC,507962
Ras Resorts &amp; Apart Hotels Ltd.,Hotel,507966
Paramount Cosmetics (India) Ltd.,Household &amp; Personal Products,507970
Jindal Hotels Ltd.,Hotel,507981
Simmonds Marshall Ltd.,Fasteners,507998
B&amp;A Ltd.,Tea-Coffee,508136
Ledo Tea Company Ltd.,Tea-Coffee,508306
Hawkins Cookers Ltd.,Consumer Durables - Domestic Appliances,HAWKINCOOK
Warren Tea Ltd.,Tea-Coffee,WARRENTEA
Cochin Malabar Estates &amp; Industries Ltd.,Rubber  Products,508571
Best Eastern Hotels Ltd.,Hotel,508664
Neelamalai Agro Industries Ltd.,Tea-Coffee,508670
IST Ltd.,Auto Ancillary,508807
Cosmo Films Ltd.,Plastic Products,COSMOFILMS
Diamant Infrastructure Ltd.,Engineering - Construction,508860
Apollo Hospitals Enterprise Ltd.,Hospital &amp; Healthcare Services,APOLLOHOSP
Nitin Castings Ltd.,Castings-Forgings,508875
SMIFS Capital Markets Ltd.,Finance - Investment,508905
Everest Industries Ltd.,Cement &amp; Construction Materials,EVERESTIND
Ironwood Education Ltd.,Educational Institutions,508918
MSR Copper Ltd.,Consumer Food,508922
Joy Realty Ltd.,Finance - NBFC,508929
AYM Syntex Ltd.,Textile,AYMSYNTEX
Panasonic Carbon India Company Ltd.,Electrodes &amp; Welding Equipment,PANCARBON
Finkurve Financial Services Ltd.,Finance - NBFC,508954
HB Leasing &amp; Finance Company Ltd.,Finance - NBFC,508956
Sterling Guaranty &amp; Finance Ltd.,Finance - NBFC,508963
Sulabh Engineers &amp; Services Ltd.,Finance - NBFC,508969
Navneet Education Ltd.,Printing And Publishing,NAVNETEDUL
Satra Properties (India) Ltd.,Construction - Real Estate,508996
Ausom Enterprise Ltd.,Trading,AUSOMENT
Thakral Services (India) Ltd.,Consumer Durables - Electronics,509015
Ruchi Infrastructure Ltd.,Solvent  Extraction,RUCHINFRA
VJTF Eduservices Ltd.,Educational Institutions,509026
Voltaire Leasing &amp; Finance Ltd.,Trading,509038
Netlink Solutions (India) Ltd.,IT - Software,509040
Lancor Holdings Ltd.,Construction - Real Estate,509048
Indian Infotech &amp; Software Ltd.,IT - Software,509051
Banas Finance Ltd.,Finance - NBFC,509053
Visaka Industries Ltd.,Cement &amp; Construction Materials,VISAKAIND
Infomedia Press Ltd.,Printing And Publishing,INFOMEDIA
Hathway Bhawani Cabletel &amp; Datacom Ltd.,TV Broadcasting &amp; Software Production,509073
Pressman Advertising Ltd.,Miscellaneous,PRESSMN
Gufic Biosciences Ltd.,Pharmaceuticals &amp; Drugs,GUFICBIO
Photon Capital Advisors Ltd.,Finance - Investment,509084
Oswal Leasing Ltd.,Finance - NBFC,509099
GRP Ltd.,Rubber  Products,GRPLTD
Indag Rubber Ltd.,Rubber  Products,509162
MM Rubber Company Ltd.,Rubber  Products,509196
PTL Enterprises Ltd.,Miscellaneous,PTL
TVS Srichakra Ltd.,Tyres &amp; Allied,TVSSRICHAK
Sanathnagar Enterprises Ltd.,Construction - Real Estate,BAKELHYLAM
Benares Hotels Ltd.,Hotel,509438
Bhagawati Oxygen Ltd.,Industrial  Gases &amp; Fuels,509449
Bombay Oxygen Investments Ltd.,Finance - Investment,509470
Cravatex Ltd.,Trading,509472
Berger Paints India Ltd.,Paints,BERGEPAINT
Caprihans India Ltd.,Plastic Products,CAPRIHANS
Graphite India Ltd.,Electrodes &amp; Welding Equipment,GRAPHITE
ITD Cementation India Ltd.,Engineering - Construction,ITDCEM
Empire Industries Ltd.,Glass,509525
Graviss Hospitality Ltd.,Hotel,509546
Garware Technical Fibres Ltd.,Textile,GARFIBRES
Garware Marine Industries Ltd.,Textile,509563
Goa Carbon Ltd.,Carbon Black,GOACARBON
Hardcastle &amp; Waud Manufacturing Company Ltd.,Chemicals,509597
HEG Ltd.,Electrodes &amp; Welding Equipment,HEG
Hindustan Composites Ltd.,Auto Ancillary,HINDCOMPOS
HIL Ltd.,Cement &amp; Construction Materials,HIL
Indian Card Clothing Company Ltd.,Textile - Machinery,INDIANCARD
International Conveyors Ltd.,Engineering - Industrial Equipments,INTLCONV
Jay Shree Tea &amp; Industries Ltd.,Tea-Coffee,JAYSREETEA
Modern Shares &amp; Stockbrokers Ltd.,Finance - Stock Broking,509760
